"pattern","jump","rep","algorithm","Precision","Recall","F1","NumSegments","MSE"
"none",0.1,21,"PELT",1,1,1,1,0.00025201094237025
"none",0.1,21,"SVP",1,1,1,1,0.00025201094237025
"none",0.1,21,"SVP (BIC)",1,1,1,1,0.00025201094237025
"none",0.1,22,"PELT",1,1,1,1,9.19657030199522e-05
"none",0.1,22,"SVP",1,1,1,1,9.19657030199522e-05
"none",0.1,22,"SVP (BIC)",1,1,1,1,9.19657030199522e-05
"none",0.1,23,"PELT",1,1,1,1,0.000485292129371738
"none",0.1,23,"SVP",1,1,1,1,0.000485292129371738
"none",0.1,23,"SVP (BIC)",1,1,1,1,0.000485292129371738
"none",0.1,24,"PELT",1,1,1,1,0.000219997282651362
"none",0.1,24,"SVP",1,1,1,1,0.000219997282651362
"none",0.1,24,"SVP (BIC)",1,1,1,1,0.000219997282651362
"none",0.1,25,"PELT",1,1,1,1,0.00143502982003574
"none",0.1,25,"SVP",1,1,1,1,0.00143502982003574
"none",0.1,25,"SVP (BIC)",1,1,1,1,0.00143502982003574
"none",0.1,26,"PELT",1,1,1,1,0.000731813857796588
"none",0.1,26,"SVP",1,1,1,1,0.000731813857796588
"none",0.1,26,"SVP (BIC)",1,1,1,1,0.000731813857796588
"none",0.1,27,"PELT",1,1,1,1,0.000420863222903268
"none",0.1,27,"SVP",1,1,1,1,0.000420863222903268
"none",0.1,27,"SVP (BIC)",1,1,1,1,0.000420863222903268
"none",0.1,28,"PELT",1,1,1,1,0.000187444641496153
"none",0.1,28,"SVP",1,1,1,1,0.000187444641496153
"none",0.1,28,"SVP (BIC)",1,1,1,1,0.000187444641496153
"none",0.1,29,"PELT",1,1,1,1,0.00101936985304353
"none",0.1,29,"SVP",1,1,1,1,0.00101936985304353
"none",0.1,29,"SVP (BIC)",1,1,1,1,0.00101936985304353
"none",0.1,30,"PELT",1,1,1,1,0.000146034729398192
"none",0.1,30,"SVP",1,1,1,1,0.000146034729398192
"none",0.1,30,"SVP (BIC)",1,1,1,1,0.000146034729398192
"none",0.1,31,"PELT",1,1,1,1,2.2330294469326e-05
"none",0.1,31,"SVP",1,1,1,1,2.2330294469326e-05
"none",0.1,31,"SVP (BIC)",1,1,1,1,2.2330294469326e-05
"none",0.1,32,"PELT",1,1,1,1,0.000126756411878811
"none",0.1,32,"SVP",1,1,1,1,0.000126756411878811
"none",0.1,32,"SVP (BIC)",1,1,1,1,0.000126756411878811
"none",0.1,33,"PELT",1,1,1,1,0.00150103936572225
"none",0.1,33,"SVP",1,1,1,1,0.00150103936572225
"none",0.1,33,"SVP (BIC)",1,1,1,1,0.00150103936572225
"none",0.1,34,"PELT",1,1,1,1,0.000349505634098812
"none",0.1,34,"SVP",1,1,1,1,0.000349505634098812
"none",0.1,34,"SVP (BIC)",1,1,1,1,0.000349505634098812
"none",0.1,35,"PELT",1,1,1,1,0.000391691541603422
"none",0.1,35,"SVP",1,1,1,1,0.000391691541603422
"none",0.1,35,"SVP (BIC)",1,1,1,1,0.000391691541603422
"none",0.1,36,"PELT",1,1,1,1,2.712751573952e-05
"none",0.1,36,"SVP",1,1,1,1,2.712751573952e-05
"none",0.1,36,"SVP (BIC)",1,1,1,1,2.712751573952e-05
"none",0.1,37,"PELT",1,1,1,1,0.00283459273212143
"none",0.1,37,"SVP",1,1,1,1,0.00283459273212143
"none",0.1,37,"SVP (BIC)",1,1,1,1,0.00283459273212143
"none",0.1,38,"PELT",1,1,1,1,5.07266993406132e-05
"none",0.1,38,"SVP",1,1,1,1,5.07266993406132e-05
"none",0.1,38,"SVP (BIC)",1,1,1,1,5.07266993406132e-05
"none",0.1,39,"PELT",1,1,1,1,0.000181230940873783
"none",0.1,39,"SVP",1,1,1,1,0.000181230940873783
"none",0.1,39,"SVP (BIC)",1,1,1,1,0.000181230940873783
"none",0.1,40,"PELT",1,1,1,1,0.000201458168064713
"none",0.1,40,"SVP",1,1,1,1,0.000201458168064713
"none",0.1,40,"SVP (BIC)",1,1,1,1,0.000201458168064713
"none",0.1,41,"PELT",1,1,1,1,0.00105724198032272
"none",0.1,41,"SVP",1,1,1,1,0.00105724198032272
"none",0.1,41,"SVP (BIC)",1,1,1,1,0.00105724198032272
"none",0.1,42,"PELT",1,1,1,1,0.00314016390067837
"none",0.1,42,"SVP",1,1,1,1,0.00314016390067837
"none",0.1,42,"SVP (BIC)",1,1,1,1,0.00314016390067837
"none",0.1,43,"PELT",1,1,1,1,6.25992602741633e-12
"none",0.1,43,"SVP",1,1,1,1,6.25992602741633e-12
"none",0.1,43,"SVP (BIC)",1,1,1,1,6.25992602741633e-12
"none",0.1,44,"PELT",1,1,1,1,3.43182138106176e-05
"none",0.1,44,"SVP",1,1,1,1,3.43182138106176e-05
"none",0.1,44,"SVP (BIC)",1,1,1,1,3.43182138106176e-05
"none",0.1,45,"PELT",1,1,1,1,8.4923873164685e-05
"none",0.1,45,"SVP",1,1,1,1,8.4923873164685e-05
"none",0.1,45,"SVP (BIC)",1,1,1,1,8.4923873164685e-05
"none",0.1,46,"PELT",1,1,1,1,0.00216071054637893
"none",0.1,46,"SVP",1,1,1,1,0.00216071054637893
"none",0.1,46,"SVP (BIC)",1,1,1,1,0.00216071054637893
"none",0.1,47,"PELT",1,1,1,1,2.39802254077712e-05
"none",0.1,47,"SVP",1,1,1,1,2.39802254077712e-05
"none",0.1,47,"SVP (BIC)",1,1,1,1,2.39802254077712e-05
"none",0.1,48,"PELT",1,1,1,1,3.88132627688027e-06
"none",0.1,48,"SVP",1,1,1,1,3.88132627688027e-06
"none",0.1,48,"SVP (BIC)",1,1,1,1,3.88132627688027e-06
"none",0.1,49,"PELT",1,1,1,1,0.000519535546958729
"none",0.1,49,"SVP",1,1,1,1,0.000519535546958729
"none",0.1,49,"SVP (BIC)",1,1,1,1,0.000519535546958729
"none",0.1,50,"PELT",1,1,1,1,0.00017470357665666
"none",0.1,50,"SVP",1,1,1,1,0.00017470357665666
"none",0.1,50,"SVP (BIC)",1,1,1,1,0.00017470357665666
"none",0.1,51,"PELT",1,1,1,1,0.000422002721293049
"none",0.1,51,"SVP",1,1,1,1,0.000422002721293049
"none",0.1,51,"SVP (BIC)",1,1,1,1,0.000422002721293049
"none",0.1,52,"PELT",1,1,1,1,0.00124769800469166
"none",0.1,52,"SVP",1,1,1,1,0.00124769800469166
"none",0.1,52,"SVP (BIC)",1,1,1,1,0.00124769800469166
"none",0.1,53,"PELT",1,1,1,1,0.000371894104680585
"none",0.1,53,"SVP",1,1,1,1,0.000371894104680585
"none",0.1,53,"SVP (BIC)",1,1,1,1,0.000371894104680585
"none",0.1,54,"PELT",1,1,1,1,0.000406014230589255
"none",0.1,54,"SVP",1,1,1,1,0.000406014230589255
"none",0.1,54,"SVP (BIC)",1,1,1,1,0.000406014230589255
"none",0.1,55,"PELT",1,1,1,1,0.000404868720277114
"none",0.1,55,"SVP",1,1,1,1,0.000404868720277114
"none",0.1,55,"SVP (BIC)",1,1,1,1,0.000404868720277114
"none",0.1,56,"PELT",1,1,1,1,0.0030954815110037
"none",0.1,56,"SVP",1,1,1,1,0.0030954815110037
"none",0.1,56,"SVP (BIC)",1,1,1,1,0.0030954815110037
"none",0.1,57,"PELT",1,1,1,1,0.000187085821886756
"none",0.1,57,"SVP",1,1,1,1,0.000187085821886756
"none",0.1,57,"SVP (BIC)",1,1,1,1,0.000187085821886756
"none",0.1,58,"PELT",1,1,1,1,0.00191619276811215
"none",0.1,58,"SVP",1,1,1,1,0.00191619276811215
"none",0.1,58,"SVP (BIC)",1,1,1,1,0.00191619276811215
"none",0.1,59,"PELT",1,1,1,1,0.000142826859582694
"none",0.1,59,"SVP",1,1,1,1,0.000142826859582694
"none",0.1,59,"SVP (BIC)",1,1,1,1,0.000142826859582694
"none",0.1,60,"PELT",1,1,1,1,9.69945995860484e-05
"none",0.1,60,"SVP",1,1,1,1,9.69945995860484e-05
"none",0.1,60,"SVP (BIC)",1,1,1,1,9.69945995860484e-05
"none",0.1,61,"PELT",1,1,1,1,4.42730175608679e-05
"none",0.1,61,"SVP",1,1,1,1,4.42730175608679e-05
"none",0.1,61,"SVP (BIC)",1,1,1,1,4.42730175608679e-05
"none",0.1,62,"PELT",1,1,1,1,0.00324613905060891
"none",0.1,62,"SVP",1,1,1,1,0.00324613905060891
"none",0.1,62,"SVP (BIC)",1,1,1,1,0.00324613905060891
"none",0.1,63,"PELT",1,1,1,1,0.00049841027308685
"none",0.1,63,"SVP",1,1,1,1,0.00049841027308685
"none",0.1,63,"SVP (BIC)",1,1,1,1,0.00049841027308685
"none",0.1,64,"PELT",1,1,1,1,0.00012238861042437
"none",0.1,64,"SVP",1,1,1,1,0.00012238861042437
"none",0.1,64,"SVP (BIC)",1,1,1,1,0.00012238861042437
"none",0.1,65,"PELT",1,1,1,1,0.00121576176481283
"none",0.1,65,"SVP",1,1,1,1,0.00121576176481283
"none",0.1,65,"SVP (BIC)",1,1,1,1,0.00121576176481283
"none",0.1,66,"PELT",1,1,1,1,0.000815894260434955
"none",0.1,66,"SVP",0.5,1,0.666666666666667,2,0.00577592692018427
"none",0.1,66,"SVP (BIC)",1,1,1,1,0.000815894260434955
"none",0.1,67,"PELT",1,1,1,1,0.00142612417153395
"none",0.1,67,"SVP",1,1,1,1,0.00142612417153395
"none",0.1,67,"SVP (BIC)",1,1,1,1,0.00142612417153395
"none",0.1,68,"PELT",1,1,1,1,0.00143404893876236
"none",0.1,68,"SVP",1,1,1,1,0.00143404893876236
"none",0.1,68,"SVP (BIC)",1,1,1,1,0.00143404893876236
"none",0.1,69,"PELT",1,1,1,1,0.000163062635129899
"none",0.1,69,"SVP",0.5,1,0.666666666666667,2,0.00126323894834203
"none",0.1,69,"SVP (BIC)",1,1,1,1,0.000163062635129899
"none",0.1,70,"PELT",1,1,1,1,1.16152033976808e-05
"none",0.1,70,"SVP",0.5,1,0.666666666666667,2,0.00084191766059767
"none",0.1,70,"SVP (BIC)",1,1,1,1,1.16152033976808e-05
"none",0.1,71,"PELT",1,1,1,1,0.000771222063505133
"none",0.1,71,"SVP",1,1,1,1,0.000771222063505133
"none",0.1,71,"SVP (BIC)",1,1,1,1,0.000771222063505133
"none",0.1,72,"PELT",1,1,1,1,0.000135123729717353
"none",0.1,72,"SVP",1,1,1,1,0.000135123729717353
"none",0.1,72,"SVP (BIC)",1,1,1,1,0.000135123729717353
"none",0.1,73,"PELT",1,1,1,1,0.00139150671175856
"none",0.1,73,"SVP",1,1,1,1,0.00139150671175856
"none",0.1,73,"SVP (BIC)",1,1,1,1,0.00139150671175856
"none",0.1,74,"PELT",1,1,1,1,0.00107335672826962
"none",0.1,74,"SVP",1,1,1,1,0.00107335672826962
"none",0.1,74,"SVP (BIC)",1,1,1,1,0.00107335672826962
"none",0.1,75,"PELT",1,1,1,1,0.000194619585543081
"none",0.1,75,"SVP",1,1,1,1,0.000194619585543081
"none",0.1,75,"SVP (BIC)",1,1,1,1,0.000194619585543081
"none",0.1,76,"PELT",1,1,1,1,0.000439667627870422
"none",0.1,76,"SVP",1,1,1,1,0.000439667627870422
"none",0.1,76,"SVP (BIC)",1,1,1,1,0.000439667627870422
"none",0.1,77,"PELT",1,1,1,1,1.76463054836899e-05
"none",0.1,77,"SVP",1,1,1,1,1.76463054836899e-05
"none",0.1,77,"SVP (BIC)",1,1,1,1,1.76463054836899e-05
"none",0.1,78,"PELT",1,1,1,1,3.00820965361882e-05
"none",0.1,78,"SVP",1,1,1,1,3.00820965361882e-05
"none",0.1,78,"SVP (BIC)",1,1,1,1,3.00820965361882e-05
"none",0.1,79,"PELT",1,1,1,1,2.65825443010501e-05
"none",0.1,79,"SVP",1,1,1,1,2.65825443010501e-05
"none",0.1,79,"SVP (BIC)",1,1,1,1,2.65825443010501e-05
"none",0.1,80,"PELT",1,1,1,1,9.43105597548297e-05
"none",0.1,80,"SVP",1,1,1,1,9.43105597548297e-05
"none",0.1,80,"SVP (BIC)",1,1,1,1,9.43105597548297e-05
"none",0.1,81,"PELT",1,1,1,1,3.43656674304735e-06
"none",0.1,81,"SVP",1,1,1,1,3.43656674304735e-06
"none",0.1,81,"SVP (BIC)",1,1,1,1,3.43656674304735e-06
"none",0.1,82,"PELT",1,1,1,1,0.000293196308635644
"none",0.1,82,"SVP",1,1,1,1,0.000293196308635644
"none",0.1,82,"SVP (BIC)",1,1,1,1,0.000293196308635644
"none",0.1,83,"PELT",1,1,1,1,0.00232912588471938
"none",0.1,83,"SVP",1,1,1,1,0.00232912588471938
"none",0.1,83,"SVP (BIC)",1,1,1,1,0.00232912588471938
"none",0.1,84,"PELT",1,1,1,1,0.000370818394372484
"none",0.1,84,"SVP",1,1,1,1,0.000370818394372484
"none",0.1,84,"SVP (BIC)",1,1,1,1,0.000370818394372484
"none",0.1,85,"PELT",1,1,1,1,0.00168615651521728
"none",0.1,85,"SVP",1,1,1,1,0.00168615651521728
"none",0.1,85,"SVP (BIC)",1,1,1,1,0.00168615651521728
"none",0.1,86,"PELT",0.5,1,0.666666666666667,2,0.0226565491798388
"none",0.1,86,"SVP",0.5,1,0.666666666666667,2,0.0226565491798388
"none",0.1,86,"SVP (BIC)",1,1,1,1,0.000142233243166518
"none",0.1,87,"PELT",1,1,1,1,9.3143121909439e-06
"none",0.1,87,"SVP",1,1,1,1,9.3143121909439e-06
"none",0.1,87,"SVP (BIC)",1,1,1,1,9.3143121909439e-06
"none",0.1,88,"PELT",1,1,1,1,0.000349035537672508
"none",0.1,88,"SVP",1,1,1,1,0.000349035537672508
"none",0.1,88,"SVP (BIC)",1,1,1,1,0.000349035537672508
"none",0.1,89,"PELT",1,1,1,1,9.68749397534491e-07
"none",0.1,89,"SVP",1,1,1,1,9.68749397534491e-07
"none",0.1,89,"SVP (BIC)",1,1,1,1,9.68749397534491e-07
"none",0.1,90,"PELT",1,1,1,1,0.00555307704941947
"none",0.1,90,"SVP",1,1,1,1,0.00555307704941947
"none",0.1,90,"SVP (BIC)",1,1,1,1,0.00555307704941947
"none",0.1,91,"PELT",1,1,1,1,0.0026755083848872
"none",0.1,91,"SVP",1,1,1,1,0.0026755083848872
"none",0.1,91,"SVP (BIC)",1,1,1,1,0.0026755083848872
"none",0.1,92,"PELT",1,1,1,1,7.16304712995627e-05
"none",0.1,92,"SVP",1,1,1,1,7.16304712995627e-05
"none",0.1,92,"SVP (BIC)",1,1,1,1,7.16304712995627e-05
"none",0.1,93,"PELT",1,1,1,1,6.88236525998541e-07
"none",0.1,93,"SVP",1,1,1,1,6.88236525998541e-07
"none",0.1,93,"SVP (BIC)",1,1,1,1,6.88236525998541e-07
"none",0.1,94,"PELT",1,1,1,1,0.0001452419502378
"none",0.1,94,"SVP",1,1,1,1,0.0001452419502378
"none",0.1,94,"SVP (BIC)",1,1,1,1,0.0001452419502378
"none",0.1,95,"PELT",1,1,1,1,8.76973664017584e-05
"none",0.1,95,"SVP",1,1,1,1,8.76973664017584e-05
"none",0.1,95,"SVP (BIC)",1,1,1,1,8.76973664017584e-05
"none",0.1,96,"PELT",1,1,1,1,0.00136241818571937
"none",0.1,96,"SVP",1,1,1,1,0.00136241818571937
"none",0.1,96,"SVP (BIC)",1,1,1,1,0.00136241818571937
"none",0.1,97,"PELT",1,1,1,1,0.00117263629031703
"none",0.1,97,"SVP",1,1,1,1,0.00117263629031703
"none",0.1,97,"SVP (BIC)",1,1,1,1,0.00117263629031703
"none",0.1,98,"PELT",1,1,1,1,1.07129106551131e-05
"none",0.1,98,"SVP",1,1,1,1,1.07129106551131e-05
"none",0.1,98,"SVP (BIC)",1,1,1,1,1.07129106551131e-05
"none",0.1,99,"PELT",1,1,1,1,0.000579171769007416
"none",0.1,99,"SVP",1,1,1,1,0.000579171769007416
"none",0.1,99,"SVP (BIC)",1,1,1,1,0.000579171769007416
"none",0.1,100,"PELT",1,1,1,1,0.0014530420637851
"none",0.1,100,"SVP",1,1,1,1,0.0014530420637851
"none",0.1,100,"SVP (BIC)",1,1,1,1,0.0014530420637851
"up",0.1,1,"PELT",0.5,0.125,0.2,2,0.0145276578401462
"up",0.1,1,"SVP",0.5,0.125,0.2,2,0.0145276578401462
"up",0.1,1,"SVP (BIC)",0.5,0.125,0.2,2,0.0145276578401462
"up",0.1,2,"PELT",0.666666666666667,0.25,0.363636363636364,3,0.0137347692323342
"up",0.1,2,"SVP",0.5,0.125,0.2,2,0.018443127406401
"up",0.1,2,"SVP (BIC)",0.5,0.125,0.2,2,0.018443127406401
"up",0.1,3,"PELT",0.5,0.125,0.2,2,0.0206946268912338
"up",0.1,3,"SVP",0.5,0.125,0.2,2,0.0206946268912338
"up",0.1,3,"SVP (BIC)",0.5,0.125,0.2,2,0.0206946268912338
"up",0.1,4,"PELT",0.5,0.125,0.2,2,0.0238682942035998
"up",0.1,4,"SVP",0.5,0.125,0.2,2,0.0238682942035998
"up",0.1,4,"SVP (BIC)",0.5,0.125,0.2,2,0.0238682942035998
"up",0.1,5,"PELT",0.5,0.125,0.2,2,0.0156342200949047
"up",0.1,5,"SVP",0.5,0.125,0.2,2,0.0156342200949047
"up",0.1,5,"SVP (BIC)",0.5,0.125,0.2,2,0.0156342200949047
"up",0.1,6,"PELT",0.333333333333333,0.125,0.181818181818182,3,0.0172377811560732
"up",0.1,6,"SVP",0.5,0.125,0.2,2,0.0355723532511236
"up",0.1,6,"SVP (BIC)",0.5,0.125,0.2,2,0.0355723532511236
"up",0.1,7,"PELT",0.5,0.125,0.2,2,0.0248373129150162
"up",0.1,7,"SVP",0.5,0.125,0.2,2,0.0248373129150162
"up",0.1,7,"SVP (BIC)",0.5,0.125,0.2,2,0.0248373129150162
"up",0.1,8,"PELT",0.5,0.125,0.2,2,0.0169344195684697
"up",0.1,8,"SVP",0.5,0.125,0.2,2,0.0169344195684697
"up",0.1,8,"SVP (BIC)",0.5,0.125,0.2,2,0.0169344195684697
"up",0.1,9,"PELT",0.25,0.125,0.166666666666667,4,0.0284420268034583
"up",0.1,9,"SVP",0.5,0.125,0.2,2,0.0211654461180564
"up",0.1,9,"SVP (BIC)",0.5,0.125,0.2,2,0.0265543838175896
"up",0.1,10,"PELT",0.333333333333333,0.125,0.181818181818182,3,0.0191097730982203
"up",0.1,10,"SVP",0.5,0.125,0.2,2,0.0295708070298416
"up",0.1,10,"SVP (BIC)",0.5,0.125,0.2,2,0.0327156605396388
"up",0.1,11,"PELT",0.5,0.125,0.2,2,0.0149393381690431
"up",0.1,11,"SVP",0.5,0.125,0.2,2,0.0149393381690431
"up",0.1,11,"SVP (BIC)",0.5,0.125,0.2,2,0.0149393381690431
"up",0.1,12,"PELT",0.5,0.125,0.2,2,0.0150232137871312
"up",0.1,12,"SVP",0.5,0.125,0.2,2,0.0150232137871312
"up",0.1,12,"SVP (BIC)",0.5,0.125,0.2,2,0.0150232137871312
"up",0.1,13,"PELT",0.5,0.125,0.2,2,0.0188279131306159
"up",0.1,13,"SVP",0.5,0.125,0.2,2,0.0188279131306159
"up",0.1,13,"SVP (BIC)",0.5,0.125,0.2,2,0.0188279131306159
"up",0.1,14,"PELT",0.5,0.125,0.2,2,0.0209996976852733
"up",0.1,14,"SVP",0.5,0.125,0.2,2,0.0209996976852733
"up",0.1,14,"SVP (BIC)",0.5,0.125,0.2,2,0.0209996976852733
"up",0.1,15,"PELT",0.5,0.125,0.2,2,0.0223587132742315
"up",0.1,15,"SVP",0.5,0.125,0.2,2,0.0223587132742315
"up",0.1,15,"SVP (BIC)",0.5,0.125,0.2,2,0.0223587132742315
"up",0.1,16,"PELT",0.5,0.125,0.2,2,0.013743431222503
"up",0.1,16,"SVP",0.5,0.125,0.2,2,0.013743431222503
"up",0.1,16,"SVP (BIC)",0.5,0.125,0.2,2,0.013743431222503
"up",0.1,17,"PELT",0.666666666666667,0.25,0.363636363636364,3,0.0131320780373736
"up",0.1,17,"SVP",1,0.25,0.4,2,0.015619837675778
"up",0.1,17,"SVP (BIC)",1,0.25,0.4,2,0.015619837675778
"up",0.1,18,"PELT",0.5,0.125,0.2,2,0.0172621227195179
"up",0.1,18,"SVP",0.5,0.125,0.2,2,0.0172621227195179
"up",0.1,18,"SVP (BIC)",0.5,0.125,0.2,2,0.0172621227195179
"up",0.1,19,"PELT",0.333333333333333,0.125,0.181818181818182,3,0.0109308016192625
"up",0.1,19,"SVP",0.5,0.125,0.2,2,0.0181168100202745
"up",0.1,19,"SVP (BIC)",0.5,0.125,0.2,2,0.0181168100202745
"up",0.1,20,"PELT",0.333333333333333,0.125,0.181818181818182,3,0.0177621695622831
"up",0.1,20,"SVP",1,0.25,0.4,2,0.0291352479686428
"up",0.1,20,"SVP (BIC)",0.5,0.125,0.2,2,0.0376942918893611
"up",0.1,21,"PELT",0.333333333333333,0.125,0.181818181818182,3,0.0100416791839188
"up",0.1,21,"SVP",0.5,0.125,0.2,2,0.0144955633132514
"up",0.1,21,"SVP (BIC)",0.5,0.125,0.2,2,0.0144955633132514
"up",0.1,22,"PELT",0.5,0.125,0.2,2,0.0172389741613053
"up",0.1,22,"SVP",0.5,0.125,0.2,2,0.0172389741613053
"up",0.1,22,"SVP (BIC)",0.5,0.125,0.2,2,0.0172389741613053
"up",0.1,23,"PELT",0.5,0.125,0.2,2,0.0198362842460235
"up",0.1,23,"SVP",0.5,0.125,0.2,2,0.0198362842460235
"up",0.1,23,"SVP (BIC)",0.5,0.125,0.2,2,0.0198362842460235
"up",0.1,24,"PELT",0.5,0.125,0.2,2,0.0195810755054524
"up",0.1,24,"SVP",0.5,0.125,0.2,2,0.0195810755054524
"up",0.1,24,"SVP (BIC)",0.5,0.125,0.2,2,0.0195810755054524
"up",0.1,25,"PELT",0.5,0.125,0.2,2,0.0170958370927483
"up",0.1,25,"SVP",0.5,0.125,0.2,2,0.0170958370927483
"up",0.1,25,"SVP (BIC)",0.5,0.125,0.2,2,0.0170958370927483
"up",0.1,26,"PELT",0.5,0.125,0.2,2,0.0171099538293755
"up",0.1,26,"SVP",0.5,0.125,0.2,2,0.0171099538293755
"up",0.1,26,"SVP (BIC)",0.5,0.125,0.2,2,0.0171099538293755
"up",0.1,27,"PELT",0.5,0.125,0.2,2,0.0205359233659969
"up",0.1,27,"SVP",0.5,0.125,0.2,2,0.0205359233659969
"up",0.1,27,"SVP (BIC)",0.5,0.125,0.2,2,0.0205359233659969
"up",0.1,28,"PELT",0.666666666666667,0.25,0.363636363636364,3,0.015751362248736
"up",0.1,28,"SVP",0.5,0.125,0.2,2,0.0333075430319504
"up",0.1,28,"SVP (BIC)",0.5,0.125,0.2,2,0.0333075430319504
"up",0.1,29,"PELT",0.5,0.125,0.2,2,0.0151938203964421
"up",0.1,29,"SVP",0.5,0.125,0.2,2,0.0151938203964421
"up",0.1,29,"SVP (BIC)",0.5,0.125,0.2,2,0.0151938203964421
"up",0.1,30,"PELT",0.333333333333333,0.125,0.181818181818182,3,0.0143576469604985
"up",0.1,30,"SVP",0.5,0.125,0.2,2,0.0168603761248108
"up",0.1,30,"SVP (BIC)",0.5,0.125,0.2,2,0.0168603761248108
"up",0.1,31,"PELT",0.333333333333333,0.125,0.181818181818182,3,0.00996346106411331
"up",0.1,31,"SVP",0.5,0.125,0.2,2,0.0228454302543667
"up",0.1,31,"SVP (BIC)",0.5,0.125,0.2,2,0.0228454302543667
"up",0.1,32,"PELT",0.5,0.125,0.2,2,0.0149597582619825
"up",0.1,32,"SVP",0.5,0.125,0.2,2,0.0149597582619825
"up",0.1,32,"SVP (BIC)",0.5,0.125,0.2,2,0.0149597582619825
"up",0.1,33,"PELT",0.5,0.125,0.2,2,0.015558348623277
"up",0.1,33,"SVP",0.5,0.125,0.2,2,0.015558348623277
"up",0.1,33,"SVP (BIC)",0.5,0.125,0.2,2,0.015558348623277
